AREA,Area,MAINTRAVELWORK,Main means of travel to work,AGE,Age group,SEX,Sex,YEAR,Year,Value,Flags
333400,Inlet Akaroa Harbour,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3,
333500,Akaroa,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,411,
333600,Craigieburn,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,108,
333700,Torlesse,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,330,
333800,Glenroy-Hororata,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,516,
333900,Glentunnel,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,393,
334000,Darfield,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,936,
334100,Kirwee,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,261,
334200,Bankside,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1206,
334300,Charing Cross,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,309,
334400,Halkett,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,330,
334500,Newtons Road,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1311,
334600,West Melton,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,300,
334700,Burnham Camp,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1248,
334800,Rolleston Izone,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1347,
334900,Rolleston North West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,288,
335000,Springston,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,558,
335100,Rolleston Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,549,
335200,Rolleston North East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,987,
335300,Rolleston South West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,294,
335400,Southbridge,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,774,
335500,Rolleston South East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,411,
335600,Trents,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,648,
335700,Prebbleton,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,501,
335800,Irwell,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,339,
335900,Ladbrooks,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,429,
336000,Lincoln West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1542,
336100,Lincoln East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,351,
336200,Leeston,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,612,
336300,Tai Tapu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,279,
336400,Motukarara,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,144,
336500,Inland water Lake Ellesmere/Te Waihora North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,0,
336600,Ashburton Lakes,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,66,
336700,Cairnbrae,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,711,
336800,Ashburton Forks,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1116,
336900,Methven,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,756,
337000,Ealing-Lowcliffe,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,711,
337100,Eiffelton,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,921,
337200,Chertsey,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,798,
337300,Winchmore-Wakanui,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1095,
337400,Allenton North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,327,
337500,Allenton South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,609,
337600,Rakaia,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,375,
337700,Ashburton North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1086,
337800,Allenton East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,825,
337900,Tinwald North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,96,
338000,Ashburton Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3033,
338100,Ashburton West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,261,
338200,Tinwald South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,678,
338300,Ashburton East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,558,
338400,Netherby,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,291,
338500,Hampstead,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,309,
338600,Ben McLeod,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,69,
338700,Arundel,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,720,
338800,Levels Valley,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,330,
338900,Geraldine,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,852,
339000,Rangitata,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,516,
339100,Waitohi (Timaru District),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1518,
339200,Pleasant Point,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,306,
339300,Temuka West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,969,
339400,Hadlow,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,243,
339500,Levels,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,420,
339600,Temuka East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,162,
339700,Gleniti North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,144,
339800,Washdyke,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2895,
339900,Fairview,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,801,
